Company Name,Index_type,Sector,Industry,Symbol,P/E,MarketCap
Cox & Kings Limited,None,Consumer Cyclical,Travel Services,COX&KINGS,0,0
Milton Industries Limited,None,Don't Know,Don't Know,MILTON,0,0
Nagreeka Exports Limited,None,Consumer Cyclical,Textile Manufacturing,NAGREEKEXP,6.953049,533112224
Silly Monks Entertainment Limited,None,Communication Services,Entertainment,SILLYMONKS,0,0
Soma Textiles & Industries Limited,None,Consumer Cyclical,Textile Manufacturing,SOMATEX,0,0
Tijaria Polypipes Limited,None,Industrials,Building Products & Equipment,TIJARIA,0,0
Sezal Glass Limited,None,Don't Know,Don't Know,SEZAL,0,0
Magnum Ventures Limited,None,Basic Materials,Paper & Paper Products,MAGNUM,4.056092,506223008
Agri-Tech (India) Limited,None,Consumer Defensive,Farm Products,AGRITECH,0,0
Jet Freight Logistics Limited,None,Don't Know,Don't Know,JETFREIGHT,12.741732,
Sigma Solve Limited,None,Don't Know,Don't Know,SIGMA,0,0
Burnpur Cement Limited,None,Basic Materials,Building Materials,BURNPUR,0,0
AVSL Industries Limited,None,Don't Know,Don't Know,AVSL,0,0
Ravi Kumar Distilleries Limited,None,Consumer Defensive,Beverages—Wineries & Distilleries,RKDL,0,0
Laxmi Cotspin Limited,None,Don't Know,Don't Know,LAXMICOT,0,0
Marshall Machines Limited,None,Don't Know,Don't Know,MARSHALL,602.0833,
Oriental Trimex Limited,None,Industrials,Building Products & Equipment,ORIENTALTL,0,0
Khandwala Securities Limited,None,Financial Services,Capital Markets,KHANDSE,0,0
Solex Energy Limited,None,Don't Know,Don't Know,SOLEX,0,0
W S Industries (I) Limited,None,Industrials,Electrical Equipment & Parts,WSI,0,0
Atal Realtech Limited,None,Don't Know,Don't Know,ATALREAL,0,0
Shah Alloys Limited,None,Basic Materials,Steel,SHAHALLOYS,0,0
KKV Agro Powers Limited,None,Don't Know,Don't Know,KKVAPOW,0,0
ASL Industries Limited,None,Don't Know,Don't Know,ASLIND,0,0
Goldstone Technologies Limited,None,Technology,Information Technology Services,GOLDTECH,263.13132,2806476032
National Steel And Agro Industries Limited,None,Basic Materials,Steel,NATNLSTEEL,0,0
Globe International Carriers Limited,None,Don't Know,Don't Know,GICL,0,0
Vadivarhe Speciality Chemicals Limited,None,Don't Know,Don't Know,VSCL,0,0
Nitin Fire Protection Industries Limited,None,Industrials,Security & Protection Services,NITINFIRE,0,0
Vera Synthetic Limited,None,Don't Know,Don't Know,VERA,0,0
Adroit Infotech Limited,None,Technology,Information Technology Services,ADROITINFO,235.36584,176280400
Ultra Wiring Connectivity System Limited,None,Don't Know,Don't Know,UWCSL,0,0
Karma Energy Limited,None,Utilities,Utilities—Renewable,KARMAENG,0,0
S.E. Power Limited,None,Basic Materials,Specialty Chemicals,SEPOWER,0,0
Surani Steel Tubes Limited,None,Don't Know,Don't Know,SURANI,0,0
Archidply Decor Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",ADL,82.333336,276123296
Country Condo's Limited,None,Real Estate,Real Estate—Development,COUNCODOS,21.139706,460196640
Shri Ram Switchgears Limited,None,Don't Know,Don't Know,SRIRAM,0,0
3P Land Holdings Limited,None,Don't Know,Don't Know,3PLAND,0,0
Innovative Tyres and Tubes Limited,None,Don't Know,Don't Know,INNOVATIVE,0,0
Infomedia Press Limited,None,Financial Services,Shell Companies,INFOMEDIA,0,0
Arihant Foundations & Housing Limited,None,Real Estate,Real Estate—Development,ARIHANT,0,0
Patspin India Limited,None,Consumer Cyclical,Textile Manufacturing,PATSPINLTD,0,0
21st Century Management Services Limited,None,Don't Know,Don't Know,21STCENMGM,0.7940971,370649984
MIC Electronics Limited,None,Technology,Electronic Components,MIC,0,0
Cadsys (India) Limited,None,Don't Know,Don't Know,CADSYS,0,0
Ankit Metal & Power Limited,None,Basic Materials,Steel,ANKITMETAL,0,0
Prakash Steelage Limited,None,Basic Materials,Steel,PRAKASHSTL,2.1516395,1106973056
R M Drip and Sprinklers Systems Limited,None,Don't Know,Don't Know,RMDRIP,0,0
WE WIN LIMITED,None,Don't Know,Don't Know,WEWIN,0,0
Shekhawati Poly-Yarn Limited,None,Consumer Cyclical,Textile Manufacturing,SPYL,0,0
Narmada Agrobase Limited,None,Don't Know,Don't Know,NARMADA,0,0
NK Industries Limited,None,Consumer Defensive,Farm Products,NKIND,0,0
Mohit Industries Limited,None,Consumer Cyclical,Textile Manufacturing,MOHITIND,7.022692,261253280
Gayatri Highways Limited,None,Industrials,Infrastructure Operations,GAYAHWS,0,0
S.S. Infrastructure Development Consultants Limited,None,Don't Know,Don't Know,SSINFRA,0,0
California Software Company Limited,None,Technology,Software—Application,CALSOFT,13.112827,608070976
Lypsa Gems & Jewellery Limited,None,Consumer Cyclical,Luxury Goods,LYPSAGEMS,0,0
Zodiac JRD- MKJ Limited,None,Consumer Cyclical,Luxury Goods,ZODJRDMKJ,65.670105,168444784
S&S Power Switchgears Limited,None,Industrials,Electrical Equipment & Parts,S&SPOWER,0,0
TGB Banquets And Hotels Limited,None,Consumer Cyclical,Lodging,TGBHOTELS,0,0
AVRO INDIA LIMITED,None,Don't Know,Don't Know,AVROIND,0,0
Cyber Media (India) Limited,None,Communication Services,Publishing,CYBERMEDIA,75.52817,346421792
HB Stockholdings Limited,None,Financial Services,Capital Markets,HBSL,1.9466074,390196928
Eastern Silk Industries Limited,None,Consumer Cyclical,Textile Manufacturing,EASTSILK,42.364536,678992384
Shubhlaxmi Jewel Art Limited,None,Don't Know,Don't Know,SHUBHLAXMI,0,0
Mittal Life Style Limited,None,Consumer Cyclical,Textile Manufacturing,MITTAL,65.18987,199691248
IMP Powers Limited,None,Industrials,Electrical Equipment & Parts,INDLMETER,0,0
Party Cruisers Limited,None,Don't Know,Don't Know,PARTYCRUS,0,0
Hilton Metal Forging Limited,None,Industrials,Metal Fabrication,HILTON,0,0
Castex Technologies Limited,None,Consumer Cyclical,Auto Parts,CASTEXTECH,0,0
Emco Limited,None,Industrials,Specialty Industrial Machinery,EMCO,0,0
Ahimsa Industries Limited,None,Don't Know,Don't Know,AHIMSA,0,0
Sri Havisha Hospitality and Infrastructure Limited,None,Consumer Cyclical,Lodging,HAVISHA,0,0
C & C Constructions Limited,None,Industrials,Engineering & Construction,CANDC,0,0
Bodhi Tree Multimedia Limited,None,Don't Know,Don't Know,BTML,0,0
Tamilnadu Telecommunication Limited,None,Technology,Communication Equipment,TNTELE,0,0
Perfect Infraengineers Limited,None,Don't Know,Don't Know,PERFECT,0,0
Mohota Industries Limited,None,Consumer Cyclical,Textile Manufacturing,MOHOTAIND,0,0
Unity Infraprojects Limited,None,Industrials,Engineering & Construction,UNITY,0,0
Setubandhan Infrastructure Limited,None,Industrials,Engineering & Construction,SETUINFRA,0,0
Mask Investments Limited,None,Financial Services,Capital Markets,MASKINVEST,0,0
Ace Integrated Solutions Limited,None,Don't Know,Don't Know,ACEINTEG,0,0
Salasar Exteriors and Contour Limited,None,Don't Know,Don't Know,SECL,0,0
Zenith Steel Pipes & Industries Limited,None,Basic Materials,Steel,ZENITHSTL,0,0
Syncom Healthcare Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SYNCOM,0,0
Crown Lifters Limited,None,Don't Know,Don't Know,CROWN,0,0
DSJ Communications Limited,None,Communication Services,Publishing,DALALSTCOM,0,0
Usha Martin Education & Solutions Limited,None,Consumer Defensive,Education & Training Services,UMESLTD,527.7778,125654128
A B Infrabuild Limited,None,Don't Know,Don't Know,ABINFRA,0,0
Impex Ferro Tech Limited,None,Basic Materials,Other Industrial Metals & Mining,IMPEXFERRO,0,0
TV Vision Limited,None,Communication Services,Broadcasting,TVVISION,0,0
Viceroy Hotels Limited,None,Consumer Cyclical,Lodging,VICEROY,0,0
PAE Limited,None,Industrials,Electrical Equipment & Parts,PAEL,4.8841896,51044792
A B N Intercorp Limited,None,Don't Know,Don't Know,ABNINT,0,0
Easun Reyrolle Limited,None,Industrials,Specialty Industrial Machinery,EASUNREYRL,0,0
BSEL Infrastructure Realty Limited,None,Financial,Real Estate Development,BSELINFRA,99.99999,147057392
Diligent Media Corporation Limited,None,Communication Services,Publishing,DNAMEDIA,0,0
SKS Textiles Limited,None,Don't Know,Don't Know,SKSTEXTILE,0,0
Bartronics India Limited,None,Technology,Information Technology Services,BARTRONICS,0,0
Sanco Industries Limited,None,Industrials,Electrical Equipment & Parts,SANCO,48.92857,140890800
Onelife Capital Advisors Limited,None,Financial Services,Capital Markets,ONELIFECAP,3512.5,188076112
Premier Limited,None,Industrials,Specialty Industrial Machinery,PREMIER,0,0
Nagreeka Capital & Infrastructure Limited,None,Financial Services,Capital Markets,NAGREEKCAP,19.802732,170486512
CMM Infraprojects Limited,None,Don't Know,Don't Know,CMMIPL,0,0
Jet Knitwears Limited,None,Don't Know,Don't Know,JETKNIT,0,0
Madhya Pradesh Today Media Limited,None,Don't Know,Don't Know,MPTODAY,0,0
Eurotex Industries and Exports Limited,None,Consumer Cyclical,Textile Manufacturing,EUROTEXIND,0,0
Mindpool Technologies Limited,None,Don't Know,Don't Know,MINDPOOL,0,0
Thiru Arooran Sugars Limited,None,Consumer Defensive,Confectioners,THIRUSUGAR,0,0
Raj Rayon Industries Limited,None,Consumer Cyclical,Textile Manufacturing,RAJRAYON,0,0
Alps Industries Limited,None,Consumer Cyclical,Textile Manufacturing,ALPSINDUS,0,0
Norben Tea & Exports Limited,None,Consumer Defensive,Farm Products,NORBTEAEXP,22.44898,90475000
Gujarat Lease Financing Limited,None,Financial Services,Shell Companies,GLFL,0,0
Spentex Industries Limited,None,Consumer Cyclical,Textile Manufacturing,SPENTEX,0,0
Niraj Ispat Industries Limited,None,Don't Know,Don't Know,NIRAJISPAT,0,0
Debock Sales And Marketing Limited,None,Don't Know,Don't Know,DSML,0,0
SecUR Credentials Limited,None,Don't Know,Don't Know,SECURCRED,0,0
A and M Jumbo Bags Limited,None,Don't Know,Don't Know,AMJUMBO,0,0
International Constructions Limited,None,,,SUBCAPCITY,5.0736494,
Accord Synergy Limited,None,Don't Know,Don't Know,ACCORD,0,0
Omfurn India Limited,None,Don't Know,Don't Know,OMFURN,0,0
GTN Textiles Limited,None,Consumer Cyclical,Textile Manufacturing,GTNTEX,0,0
Grand Foundry Limited,None,Basic Materials,Steel,GFSTEELS,0,0
Continental Seeds and Chemicals Limited,None,Don't Know,Don't Know,CONTI,0,0
TCI Finance Limited,None,Financial Services,Credit Services,TCIFINANCE,0,0
Kalyani Commercials Limited,None,Don't Know,Don't Know,KALYANI,0,0
Transwarranty Finance Limited,None,Financial Services,Mortgage Finance,TFL,0,0
Creative Eye Limited,None,Communication Services,Entertainment,CREATIVEYE,0,0
Viji Finance Limited,None,Financial Services,Credit Services,VIJIFIN,89.74359,290424064
Kaushalya Infrastructure Development Corporation Limited,None,Industrials,Engineering & Construction,KAUSHALYA,0,0
Bkm Industries Limited,None,Consumer Cyclical,Packaging & Containers,BKMINDST,0,0
Jalan Transolutions (India) Limited,None,Don't Know,Don't Know,JALAN,0,0
Pulz Electronics Limited,None,Don't Know,Don't Know,PULZ,0,0
Dhanuka Realty Limited,None,Don't Know,Don't Know,DRL,0,0
Tantia Constructions Limited,None,Industrials,Engineering & Construction,TANTIACONS,2.7828467,438317024
Transwind Infrastructures Limited,None,Don't Know,Don't Know,TRANSWIND,0,0
Soni Soya Products Limited,None,Don't Know,Don't Know,SONISOYA,0,0
Bhalchandram Clothing Limited,None,Don't Know,Don't Know,BHALCHANDR,0,0
Gretex Industries Limited,None,Don't Know,Don't Know,GRETEX,0,0
Techindia Nirman Limited,None,Real Estate,Real Estate—Development,TECHIN,0,0
Radaan Mediaworks India Limited,None,Communication Services,Entertainment,RADAAN,0,0
SMVD Poly Pack Limited,None,Don't Know,Don't Know,SMVD,0,0
Lakshmi Precision Screws Limited,None,Industrials,Tools & Accessories,LAKPRE,0,0
Euro Ceramics Limited,None,Industrials,Building Products & Equipment,EUROCERA,0,0
Neueon Towers Limited,None,Basic Materials,Steel,NTL,0,0
Ramsarup Industries Limited,None,Basic Materials,Steel,RAMSARUP,0,0
Manav Infra Projects Limited,None,Don't Know,Don't Know,MANAV,0,0
Rajdarshan Industries Limited,None,Basic Materials,Other Industrial Metals & Mining,ARENTERP,16.238573,115939584
Powerful Technologies Limited,None,Don't Know,Don't Know,POWERFUL,0,0
Vasa Retail and Overseas Ltd,None,Don't Know,Don't Know,VASA,0,0
JIK Industries Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JIKIND,0,0
Thomas Scott (India) Limited,None,Consumer Cyclical,Textile Manufacturing,THOMASCOTT,10.727229,150516000
Melstar Information Technologies Limited,None,Technology,Software—Application,MELSTAR,0,0
Ortel Communications Limited,None,Communication Services,Entertainment,ORTEL,0,0
Bohra Industries Limited,None,Don't Know,Don't Know,BOHRA,0,0
GB Global Limited,None,Consumer Cyclical,Apparel Manufacturing,GBGLOBAL,2.2124684,3082298880
DCM Financial Services Limited,None,Financial Services,Credit Services,DCMFINSERV,0,0
GI Engineering Solutions Limited,None,Industrials,Engineering & Construction,GISOLUTION,0,0
Jain Studios Limited,None,Communication Services,Broadcasting,JAINSTUDIO,0,0
Hotel Rugby Limited,None,Financial Services,Shell Companies,HOTELRUGBY,0,0
Sab Events & Governance Now Media Limited,None,Communication Services,Publishing,SABEVENTS,0,0
Blue Chip India Limited,None,Financial Services,Capital Markets,BLUECHIP,0,0
Abhishek Corporation Limited,None,Don't Know,Don't Know,ABHISHEK,0,0
Ashapura Intimates Fashion Limited,None,Consumer Cyclical,Apparel Manufacturing,AIFL,0,0
Alchemist Limited,None,Industrials,Conglomerates,ALCHEM,0,0
Ambica Agarbathies & Aroma industries Limited,None,Consumer Defensive,Household & Personal Products,AMBICAAGAR,15.695489,583063808
Amtek Auto Limited,None,Don't Know,Don't Know,AMTEKAUTO,0,0
Antarctica Limited,None,Consumer Cyclical,Packaging & Containers,ANTGRAPHIC,0,0
Arcotech Limited,None,Industrials,Metal Fabrication,ARCOTECH,0,0
Amit Spinning Industries Limited,None,Don't Know,Don't Know,ASIL,0,0
Atcom Technologies Limited,None,Don't Know,Don't Know,ATCOM,0,0
Atlas Cycles (Haryana) Limited,None,Consumer Cyclical,Leisure,ATLASCYCLE,6.026739,188611200
ATN International Limited,None,Financial Services,Capital Markets,ATNINTER,0,0
Austral Coke & Projects Limited,None,Don't Know,Don't Know,AUSTRAL,0,0
Autolite (India) Limited,None,Consumer Cyclical,Auto Parts,AUTOLITIND,0,0
Bharatiya Global Infomedia Limited,None,Technology,Software—Application,BGLOBAL,27.745667,77361120
Bharati Defence and Infrastructure Limited,None,Don't Know,Don't Know,BHARATIDIL,0,0
Bil Energy Systems Limited,None,Industrials,Metal Fabrication,BILENERGY,0,0
Binani Industries Limited,None,Basic Materials,Specialty Chemicals,BINANIIND,0.06951141,174082416
Blue Blends (I) Limited,None,Consumer Cyclical,Textile Manufacturing,BLUEBLENDS,0,0
Blue Coast Hotels Limited,None,Consumer Cyclical,Lodging,BLUECOAST,0,0
Consolidated Construction Consortium Limited,None,Industrials,Engineering & Construction,CCCL,0,0
Celestial Biolabs Limited,None,Healthcare,Biotechnology,CELESTIAL,0,0
Chromatic India Limited,None,Basic Materials,Specialty Chemicals,CHROMATIC,0,0
Cox & Kings Financial Service Limited,None,Financial Services,Credit Services,CKFSL,0,0
Coffee Day Enterprises Limited,None,Consumer Cyclical,Restaurants,COFFEEDAY,0,0
Cura Technologies Limited,None,Technology,Software—Application,CURATECH,0,0
Digjam Limited,None,Consumer Cyclical,Textile Manufacturing,DIGJAMLTD,0.45862973,429443840
Dolphin Offshore Enterprises (India) Limited,None,Energy,Oil & Gas Equipment & Services,DOLPHINOFF,0,0
DQ Entertainment (International) Limited,None,Communication Services,Entertainment,DQE,0,0
DS Kulkarni Developers Limited,None,Don't Know,Don't Know,DSKULKARNI,0,0
Eastern Sug & Inds Limited,None,Don't Know,Don't Know,EASTSUGIND,0,0
Eon Electric Limited,None,Industrials,Specialty Industrial Machinery,EON,0,0
Ess Dee Aluminium Limited,None,Consumer Cyclical,Packaging & Containers,ESSDEE,0,0
Euro Multivision Limited,None,Technology,Solar,EUROMULTI,0,0
Fedders Electric and Engineering Limited,None,Don't Know,Don't Know,FEDDERELEC,0,0
Gammon India Limited,None,Don't Know,Don't Know,GAMMONIND,0,0
Gangotri Textiles Limited,None,Consumer Cyclical,Textile Manufacturing,GANGOTRI,0,0
Gitanjali Gems Limited,None,Consumer Cyclical,Luxury Goods,GITANJALI,0.062277574,125733296
Gujarat NRE Coke Limited,None,Don't Know,Don't Know,GUJNRECOKE,0,0
GVK Power & Infrastructure Limited,None,Industrials,Airports & Air Services,GVKPIL,0,0
High Ground Enterprise Limited,None,Don't Know,Don't Know,HIGHGROUND,0,0
Hind Syntex Limited,None,Don't Know,Don't Know,HINDSYNTEX,0,0
ICDS Limited,None,Financial Services,Asset Management,ICDSLTD,0,0
ICSA (India) Limited,None,Technology,Software—Application,ICSA,0,0
Ind-Swift Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,INDSWFTLTD,0,0
Integra Garments and Textiles Limited,None,Consumer Cyclical,Apparel Manufacturing,INTEGRA,0,0
IVRCL Limited,None,Industrials,Engineering & Construction,IVRCLINFRA,0,0
Jaihind Projects Limited,None,Don't Know,Don't Know,JAIHINDPRO,0,0
Jindal Cotex Limited,None,Consumer Cyclical,Textile Manufacturing,JINDCOT,0,0
Jindal Poly Investment and Finance Company Limited,None,Financial Services,Asset Management,JPOLYINVST,0,0
JVL Agro Industries Limited,None,Consumer Goods,Food - Major Diversified,JVLAGRO,0,0
Kavveri Telecom Products Limited,None,Technology,Communication Equipment,KAVVERITEL,0,0
Khaitan (India) Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",KHAITANLTD,0,0
Kohinoor Foods Limited,None,Consumer Defensive,Packaged Foods,KOHINOOR,4.3567247,281781344
KSS Limited,None,Communication Services,Entertainment,KSERASERA,0,0
KSK Energy Ventures Limited,None,Utilities,Utilities—Regulated Electric,KSK,0,0
kwality limited,None,Consumer Defensive,Packaged Foods,KWALITY,0,0
Lakshmi Energy and Foods Limited,None,Consumer Defensive,Farm Products,LAKSHMIEFL,0,0
LEEL Electricals Limited,None,Industrials,Specialty Industrial Machinery,LEEL,0.019769566,100830752
Mafatlal Finance Limited,None,Don't Know,Don't Know,MAFATLAFIN,0,0
Manpasand Beverages Limited,None,Consumer Defensive,Beverages—Non-Alcoholic,MANPASAND,0,0
Metkore Alloys & Industries Limited,None,Basic Materials,Other Industrial Metals & Mining,METKORE,0,0
Modern Thread Limited,None,Don't Know,Don't Know,MODTHREAD,0,0
MVL Limited,None,Real Estate,Real Estate—Development,MVL,0,0
Nakoda Limited,None,Consumer Cyclical,Textile Manufacturing,NAKODA,0.021616949,15000000
Noesis Industries Limited,None,Consumer Goods,Electronic Equipment,NOESISIND,0,0
Nu Tek India Limited,None,Communication Services,Telecom Services,NUTEK,0,0
OCL Iron and Steel Limited,None,Basic Materials,Steel,OISL,0,0
Parabolic Drugs Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,PARABDRUGS,0,0
Paras Petrofils Limited,None,Don't Know,Don't Know,PARASPETRO,0,0
PBA Infrastructure Limited,None,Industrials,Engineering & Construction,PBAINFRA,7.0118933,192584320
Parenteral Drugs (India) Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,PDPL,0,0
Petron Engineering Construction Limited,None,Industrial Goods,General Contractors,PETRONENGG,0,0
Pincon Spirit Limited,None,Don't Know,Don't Know,PINCON,0,0
Pradip Overseas Limited,None,Consumer Cyclical,Textile Manufacturing,PRADIP,0,0
Pratibha Industries Limited,None,Don't Know,Don't Know,PRATIBHA,0,0
Proseed India Limited,None,Don't Know,Don't Know,PROSEED,0,0
Prudential Sugar Corporation Limited,None,Don't Know,Don't Know,PRUDMOULI,0,0
PSL Limited,None,Basic Materials,Steel,PSL,0,0
PVP Ventures Limited,None,Industrials,Conglomerates,PVP,0,0
Quintegra Solutions Limited,None,Technology,Information Technology Services,QUINTEGRA,35.576923,49605532
Rainbow Papers Limited,None,Basic Materials,Paper & Paper Products,RAINBOWPAP,0,0
Rajvir Industries Limited,None,Consumer Cyclical,Textile Manufacturing,RAJVIR,0,0
Regency Ceramics Limited,None,Industrials,Building Products & Equipment,REGENCERAM,0,0
Resurgere Mines & Minerals Limited,None,Don't Know,Don't Know,RMMIL,0,0
Rushabh Precision Bearings Limited,None,Don't Know,Don't Know,RUSHABEAR,0,0
Sri Adhikari Brothers Television Network Limited,None,Communication Services,Broadcasting,SABTN,0,0
Sathavahana Ispat Limited,None,Basic Materials,Steel,SATHAISPAT,0,0
SBI Home Finance Limited,None,Don't Know,Don't Know,SBIHOMEFIN,0,0
SEL Manufacturing Company Limited,None,Consumer Cyclical,Apparel Manufacturing,SELMCL,0,0
Sharon Bio-Medicine Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SHARONBIO,1.0289991,38178360
Shirpur Gold Refinery Limited,None,Basic Materials,Gold,SHIRPUR-G,0,0
Shri Lakshmi Cotsyn Limited,None,Don't Know,Don't Know,SHLAKSHMI,0,0
Shyam Telecom Limited,None,Technology,Communication Equipment,SHYAMTEL,0,0
Simplex Projects Limited,None,Don't Know,Don't Know,SIMPLEX,0,0
Sita Shree Food Products Limited,None,Consumer Defensive,Farm Products,SITASHREE,0,0
Splendid Metal Products Limited,None,Basic Materials,Steel,SMPL,0,0
Spacenet Enterprises India Limited,None,Financial Services,Capital Markets,SPCENET,0,0
SRS Limited,None,Communication Services,Entertainment,SRSLTD,0,0
Stampede Capital Limited,None,Financial Services,Capital Markets,STAMPEDE,0,0
Sterling Biotech Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,STERLINBIO,0,0
STI India Limited,None,Consumer Cyclical,Textile Manufacturing,STINDIA,0,0
Sujana Universal Industries Limited,None,Don't Know,Don't Know,SUJANAUNI,0,0
Supreme Infrastructure India Limited,None,Industrials,Engineering & Construction,SUPREMEINF,0,0
Talwalkars Better Value Fitness Limited,None,Consumer Cyclical,Leisure,TALWALKARS,0,0
Talwalkars Healthclubs Limited,None,Consumer Cyclical,Leisure,TALWGYM,0.1357466,32555144
Tarapur Transformers Limited,None,Industrials,Specialty Industrial Machinery,TARAPUR,0,0
Technofab Engineering Limited,None,Industrials,Engineering & Construction,TECHNOFAB,0,0
TECIL Chemicals and Hydro Power Limited,None,Don't Know,Don't Know,TECILCHEM,0,0
Tulsi Extrusions Limited,None,Don't Know,Don't Know,TULSI,0,0
Uniply Industries Limited,None,Basic Materials,Lumber & Wood Production,UNIPLY,0,0
Valecha Engineering Limited,None,Don't Know,Don't Know,VALECHAENG,0,0
Value Industries Limited,None,Don't Know,Don't Know,VALUEIND,0,0
Vimal Oil & Foods Limited,None,Consumer Defensive,Packaged Foods,VIMALOIL,0,0
Visesh Infotecnics Limited,None,Technology,Consumer Electronics,VISESHINFO,0,0
Visu International Limited,None,Don't Know,Don't Know,VISUINTL,0,0
Winsome Yarns Limited,None,Consumer Cyclical,Textile Manufacturing,WINSOME,0,0
XL Energy Limited,None,Utilities,Diversified Utilities,XLENERGY,0,0
Zicom Electronic Security Systems Limited,None,Industrials,Security & Protection Services,ZICOM,0,0
Supreme (India) Impex Limited,None,Don't Know,Don't Know,SIIL,0,0
Opal Luxury Time Products Limited,None,Don't Know,Don't Know,OPAL,0,0
Five Core Electronics Limited,None,Don't Know,Don't Know,FIVECORE,0,0
Pushpanjali Realms and Infratech Limited,None,Don't Know,Don't Know,PUSHPREALM,0,0
CKP Leisure Limited,None,Don't Know,Don't Know,CKPLEISURE,0,0
CKP Products Limited,None,Don't Know,Don't Know,CKPPRODUCT,0,0
Fourth Dimension Solutions Limited,None,Don't Know,Don't Know,FOURTHDIM,0,0
Artedz Fabs Limited,None,Don't Know,Don't Know,ARTEDZ,0,0
Bansal Multiflex Limited,None,Don't Know,Don't Know,BANSAL,0,0
